BioProject,dnaQ_cluster,mutL_cluster,mutS_cluster,mutT_cluster,mutY_cluster,uvrD_cluster,count
PRJNA665156,cluster80,cluster127,cluster143,cluster132,cluster124,cluster89,1
PRJNA665156,cluster80,cluster128,cluster145,cluster134,cluster125,cluster90,1
PRJNA665156,cluster80,cluster128,cluster146,cluster135,cluster125,cluster90,3
PRJNA668990,cluster10,cluster14,cluster15,cluster9,cluster13,cluster5,2
PRJNA679251,cluster1,cluster136,cluster50,cluster1,cluster1,cluster1,1
PRJNA680595,cluster10,cluster14,cluster15,cluster9,cluster13,cluster5,5
PRJNA680595,cluster10,cluster14,cluster68,cluster9,cluster13,cluster5,1
PRJNA680595,cluster18,cluster137,cluster152,cluster140,cluster19,cluster18,1
PRJNA680595,cluster18,cluster43,cluster153,cluster141,cluster19,cluster18,2
PRJNA680595,cluster2,cluster46,cluster80,cluster76,cluster71,cluster11,2
PRJNA680595,cluster20,cluster16,cluster33,cluster30,cluster116,cluster6,4
PRJNA680595,cluster5,cluster51,cluster135,cluster124,cluster114,cluster82,3
PRJNA680595,cluster79,cluster18,cluster140,cluster18,cluster19,cluster18,4
PRJNA680595,cluster8,cluster113,cluster159,cluster146,cluster76,cluster6,1
PRJNA680595,cluster8,cluster138,cluster10,cluster144,cluster76,cluster6,2
PRJNA680595,cluster8,cluster138,cluster10,cluster21,cluster9,cluster95,6
PRJNA680595,cluster8,cluster139,cluster158,cluster145,cluster25,cluster6,1
PRJNA680595,cluster8,cluster140,cluster21,cluster21,cluster20,cluster6,2
PRJNA680595,cluster8,cluster24,cluster156,cluster143,cluster132,cluster6,5
PRJNA680595,cluster8,cluster69,cluster155,cluster21,cluster131,cluster6,1
PRJNA680595,cluster8,cluster9,cluster154,cluster142,cluster130,cluster6,1
PRJNA680595,cluster85,cluster138,cluster157,cluster143,cluster133,cluster6,2
PRJNA680595,cluster86,cluster141,cluster160,cluster147,cluster134,cluster96,1
PRJNA682018,cluster10,cluster14,cluster15,cluster9,cluster129,cluster94,1
PRJNA687493,cluster1,cluster8,cluster50,cluster9,cluster1,cluster5,1
PRJNA687493,cluster37,cluster101,cluster7,cluster7,cluster7,cluster7,1
PRJNA687493,cluster37,cluster7,cluster59,cluster7,cluster7,cluster7,1
PRJNA687493,cluster74,cluster114,cluster130,cluster1,cluster1,cluster78,1
PRJNA691121,cluster8,cluster142,cluster161,cluster148,cluster135,cluster6,1
PRJNA693644,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,2
PRJNA701181,cluster8,none,cluster10,cluster150,cluster20,cluster6,1
PRJNA701527,cluster5,cluster48,cluster53,cluster50,cluster45,cluster32,2
PRJNA71845,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA720427,cluster39,cluster46,cluster82,cluster59,cluster54,cluster4,1
PRJNA723174,cluster8,cluster184,cluster10,cluster21,cluster76,cluster6,1
PRJNA723174,cluster8,cluster24,cluster10,cluster44,cluster157,cluster6,1
PRJNA726855,cluster29,cluster39,cluster42,cluster40,cluster36,cluster27,1
PRJNA728054,cluster18,cluster148,cluster100,cluster153,cluster19,cluster18,1
PRJNA728054,cluster18,cluster149,cluster136,cluster155,cluster19,cluster99,1
PRJNA728054,cluster18,cluster43,cluster147,cluster153,cluster19,cluster18,1
PRJNA728054,cluster18,cluster43,cluster163,cluster149,cluster39,cluster18,1
PRJNA728054,cluster20,cluster144,cluster10,cluster21,cluster20,cluster6,1
PRJNA728054,cluster20,cluster145,cluster10,cluster142,cluster120,cluster6,1
PRJNA728054,cluster20,cluster19,cluster10,cluster21,cluster136,cluster21,1
PRJNA728054,cluster8,cluster143,cluster10,cluster21,cluster76,cluster21,1
PRJNA728054,cluster8,cluster143,cluster10,cluster21,cluster76,cluster6,2
PRJNA728054,cluster8,cluster146,cluster10,cluster75,cluster76,cluster6,1
PRJNA728054,cluster8,cluster19,cluster10,cluster21,cluster120,cluster21,1
PRJNA728054,cluster8,cluster19,cluster10,cluster21,cluster20,cluster6,1
PRJNA728054,cluster8,cluster19,cluster10,cluster21,cluster28,cluster21,1
PRJNA728054,cluster8,cluster24,cluster54,cluster21,cluster46,cluster21,1
PRJNA728054,cluster87,cluster19,cluster10,cluster17,cluster20,cluster21,1
PRJNA728054,cluster88,cluster26,cluster100,cluster152,cluster19,cluster18,1
PRJNA728054,cluster89,cluster43,cluster147,cluster154,cluster137,cluster18,1
PRJNA728054,cluster90,cluster150,cluster136,cluster156,cluster19,cluster99,1
PRJNA728054,cluster91,cluster43,cluster147,cluster157,cluster19,cluster18,1
PRJNA731657,cluster8,none,cluster10,cluster150,cluster20,cluster6,1
PRJNA736824,cluster2,cluster64,cluster174,cluster167,cluster142,cluster108,1
PRJNA737108,cluster81,cluster147,cluster164,cluster151,cluster36,cluster98,1
PRJNA73857,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA73865,cluster7,cluster5,cluster8,cluster8,cluster8,cluster5,1
PRJNA746064,cluster2,cluster105,cluster165,cluster158,cluster6,cluster100,1
PRJNA748252,cluster109,cluster37,cluster40,cluster180,cluster155,cluster25,1
PRJNA748252,cluster110,cluster178,cluster40,cluster181,cluster155,cluster118,1
PRJNA748252,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA748252,cluster2,cluster4,cluster4,cluster4,cluster4,cluster4,1
PRJNA748252,cluster21,cluster180,cluster56,cluster182,cluster12,cluster10,1
PRJNA748252,cluster27,cluster177,cluster195,cluster37,cluster155,cluster25,1
PRJNA748252,cluster40,cluster4,cluster17,cluster13,cluster2,cluster12,1
PRJNA748252,cluster40,cluster74,cluster14,cluster13,cluster11,cluster11,1
PRJNA748252,cluster44,cluster179,cluster196,cluster114,cluster101,cluster10,1
PRJNA748252,cluster9,cluster13,cluster13,cluster12,cluster12,cluster10,1
PRJNA74963,cluster7,cluster5,cluster8,cluster8,cluster8,cluster5,1
PRJNA74965,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA74967,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA74969,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA74971,cluster7,cluster22,cluster24,cluster22,cluster22,cluster5,1
PRJNA74973,cluster7,cluster22,cluster24,cluster22,cluster22,cluster5,1
PRJNA74975,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA74977,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA750090,cluster104,cluster3,cluster32,cluster3,cluster68,cluster3,2
PRJNA750090,cluster104,cluster62,cluster199,cluster3,cluster3,cluster3,1
PRJNA750090,cluster105,cluster3,cluster32,cluster3,cluster25,cluster114,1
PRJNA750090,cluster18,cluster71,cluster152,cluster140,cluster153,cluster18,1
PRJNA750090,cluster3,cluster3,cluster61,cluster56,cluster51,cluster6,12
PRJNA750090,cluster5,cluster169,cluster27,cluster41,cluster152,cluster124,1
PRJNA750090,cluster5,cluster169,cluster27,cluster41,cluster152,cluster3,1
PRJNA750090,cluster5,cluster170,cluster32,cluster41,cluster3,cluster6,1
PRJNA750090,cluster5,cluster170,cluster32,cluster41,cluster92,cluster6,1
PRJNA750090,cluster5,cluster185,cluster27,cluster3,cluster3,cluster3,1
PRJNA750090,cluster5,cluster3,cluster97,cluster100,cluster3,cluster6,3
PRJNA750090,cluster5,cluster51,cluster190,cluster71,cluster6,cluster6,1
PRJNA750090,cluster5,cluster62,cluster30,cluster67,cluster25,cluster3,3
PRJNA750090,cluster59,cluster3,cluster105,cluster3,cluster90,cluster3,6
PRJNA750090,cluster8,cluster16,cluster201,cluster185,cluster158,cluster6,1
PRJNA750090,cluster8,cluster19,cluster10,cluster91,cluster20,cluster6,1
PRJNA750090,cluster8,cluster24,cluster200,cluster21,cluster20,cluster6,1
PRJNA750763,cluster53,cluster158,cluster173,cluster166,cluster80,cluster107,1
PRJNA75359,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA753923,cluster10,cluster14,cluster15,cluster9,cluster13,cluster5,31
PRJNA753923,cluster10,cluster14,cluster68,cluster9,cluster13,cluster5,1
PRJNA755448,cluster18,cluster43,cluster100,cluster183,cluster156,cluster18,1
PRJNA755448,cluster64,cluster151,cluster117,cluster101,cluster96,cluster67,1
PRJNA755448,cluster64,cluster157,cluster117,cluster103,cluster96,cluster106,1
PRJNA755448,cluster81,cluster147,cluster149,cluster151,cluster36,cluster104,1
PRJNA755448,cluster81,cluster147,cluster164,cluster151,cluster36,cluster98,2
PRJNA755448,cluster81,cluster153,cluster167,cluster160,cluster36,cluster98,1
PRJNA755448,cluster81,cluster154,cluster149,cluster151,cluster109,cluster98,1
PRJNA755448,cluster81,cluster154,cluster164,cluster151,cluster109,cluster98,1
PRJNA755448,cluster81,cluster154,cluster164,cluster151,cluster140,cluster98,1
PRJNA755448,cluster81,cluster154,cluster169,cluster151,cluster109,cluster98,1
PRJNA755448,cluster81,cluster155,cluster171,cluster151,cluster141,cluster98,1
PRJNA755448,cluster81,cluster156,cluster172,cluster164,cluster36,cluster98,1
PRJNA755448,cluster82,cluster133,cluster120,cluster103,cluster96,cluster67,1
PRJNA755448,cluster92,cluster152,cluster166,cluster159,cluster138,cluster101,1
PRJNA755448,cluster92,cluster152,cluster166,cluster161,cluster139,cluster102,1
PRJNA755448,cluster92,cluster152,cluster166,cluster165,cluster138,cluster105,1
PRJNA755448,cluster93,cluster132,cluster164,cluster151,cluster109,cluster98,2
PRJNA755448,cluster93,cluster154,cluster170,cluster151,cluster36,cluster101,2
PRJNA755448,cluster93,cluster154,cluster171,cluster151,cluster109,cluster98,1
PRJNA755448,cluster94,cluster152,cluster164,cluster163,cluster109,cluster98,1
PRJNA755448,cluster94,cluster154,cluster149,cluster151,cluster109,cluster98,1
PRJNA755448,cluster94,cluster154,cluster149,cluster164,cluster109,cluster104,1
PRJNA755448,cluster94,cluster154,cluster164,cluster151,cluster36,cluster103,1
PRJNA755448,cluster95,cluster152,cluster168,cluster162,cluster138,cluster101,1
PRJNA755448,cluster96,cluster154,cluster164,cluster151,cluster109,cluster98,1
PRJNA76165,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA765326,cluster2,cluster12,cluster70,cluster62,cluster57,cluster39,1
PRJNA773656,cluster69,cluster181,cluster197,cluster184,cluster74,cluster4,1
PRJNA779166,cluster20,cluster16,cluster33,cluster30,cluster116,cluster121,2
PRJNA779166,cluster20,cluster16,cluster33,cluster30,cluster116,cluster6,1
PRJNA779166,cluster20,cluster6,cluster33,cluster30,cluster28,cluster6,7
PRJNA786935,cluster39,cluster46,cluster82,cluster59,cluster54,cluster4,1
PRJNA786963,cluster105,cluster6,cluster57,cluster177,cluster6,cluster6,3
PRJNA786963,cluster5,cluster16,cluster108,cluster71,cluster113,cluster88,1
PRJNA786963,cluster5,cluster173,cluster57,cluster30,cluster6,cluster34,1
PRJNA786963,cluster5,cluster174,cluster134,cluster71,cluster6,cluster34,1
PRJNA786963,cluster5,cluster20,cluster190,cluster176,cluster6,cluster6,1
PRJNA786963,cluster5,cluster20,cluster60,cluster55,cluster6,cluster6,1
PRJNA786963,cluster5,cluster48,cluster134,cluster176,cluster6,cluster6,2
PRJNA786963,cluster5,cluster51,cluster57,cluster30,cluster6,cluster115,1
PRJNA786963,cluster5,cluster51,cluster57,cluster30,cluster6,cluster34,1
PRJNA786963,cluster5,cluster6,cluster134,cluster30,cluster113,cluster6,1
PRJNA786963,cluster5,cluster6,cluster134,cluster6,cluster6,cluster6,2
PRJNA786963,cluster5,cluster6,cluster191,cluster71,cluster6,cluster34,1
PRJNA786963,cluster5,cluster6,cluster22,cluster98,cluster6,cluster6,2
PRJNA797992,cluster108,cluster176,cluster193,cluster179,cluster122,cluster117,1
PRJNA797992,cluster108,cluster176,cluster194,cluster179,cluster122,cluster117,1
PRJNA804894,cluster2,cluster4,cluster4,cluster4,cluster4,cluster4,1
PRJNA812077,cluster45,cluster59,cluster75,cluster66,cluster61,cluster41,1
PRJNA812078,cluster45,cluster58,cluster132,cluster117,cluster61,cluster80,1
PRJNA817822,cluster18,cluster171,cluster100,cluster154,cluster19,cluster18,1
PRJNA836746,cluster107,cluster119,cluster192,cluster18,cluster19,cluster116,1
PRJNA84319,cluster8,cluster16,cluster10,cluster16,cluster17,none,1
PRJNA84321,cluster14,cluster17,cluster19,cluster17,cluster18,none,1
PRJNA84441,cluster13,cluster15,cluster18,cluster14,cluster15,cluster13,1
PRJNA855602,cluster13,cluster15,cluster18,cluster14,cluster15,cluster13,1
PRJNA882486,cluster5,cluster20,cluster191,cluster87,cluster6,cluster120,1
PRJNA898853,cluster8,cluster182,cluster21,cluster21,cluster21,cluster119,1
PRJNA898853,cluster8,cluster183,cluster10,cluster75,cluster20,cluster6,1
PRJNA898853,cluster8,cluster25,cluster26,cluster21,cluster25,cluster6,1
PRJNA923731,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,1
PRJNA929082,cluster1,cluster1,cluster1,cluster1,cluster1,cluster1,4
PRJNA952184,cluster12,cluster5,cluster8,cluster8,cluster14,cluster5,6
PRJNA952184,cluster2,cluster2,cluster2,cluster2,cluster2,cluster122,1
PRJNA952184,cluster2,cluster2,cluster2,cluster2,cluster2,cluster2,1
PRJNA952184,cluster7,cluster5,cluster8,cluster8,cluster8,cluster5,1
PRJNA954292,cluster2,cluster4,cluster4,cluster4,cluster4,cluster4,4
PRJNA957756,cluster2,cluster4,cluster4,cluster4,cluster4,cluster4,1
PRJNA971231,cluster3,cluster53,cluster61,cluster56,cluster51,cluster6,1
PRJNA973598,cluster10,cluster14,cluster15,cluster9,cluster13,cluster5,1
PRJNA973598,cluster2,cluster46,cluster80,cluster76,cluster71,cluster11,3
PRJNA976399,cluster34,cluster12,cluster12,cluster4,cluster11,cluster4,1
PRJNA977714,cluster3,cluster28,cluster32,cluster3,cluster3,cluster62,1
PRJNA977718,cluster3,cluster28,cluster32,cluster3,cluster3,cluster62,1
PRJNA979196,cluster10,cluster14,cluster76,cluster70,cluster66,cluster43,1
